a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.Judgements	a.Comments	a.comment	a.rank	m._Q1	m._Sno	m._Q2	b.data
bolla	29	29	e5f6ad6ce374177eef023bf5d0c018b6	573	2015-07-14	QueryPair	Excellent			0	vegas show schedule	573	las vegas show schedule	vegas show schedule
bolla	294	294	3644a684f98ea8fe223c713b77189a77	200	2015-07-14	QueryPair	Good			0	condes de barcelona	200	condes de barcelona reviews	condes de barcelona
bolla	296	296	bf424cb7b0dea050a42b9739eb261a3a	2089	2015-07-14	QueryPair	Good			0	hinckley mn	2089	hotel hinckley mn	hinckley mn
bolla	300	300	f39ae9ff3a81f499230c4126e01f421b	1800	2015-07-14	QueryPair	Excellent			0	copthorne tara london	1800	tara hotel london	copthorne tara london
bolla	303	303	71a3cb155f8dc89bf3d0365288219936	677	2015-07-14	QueryPair	Good			0	new london wi	677	hotel new london wisconsin	new london wi
bolla	305	305	f26dab9bf6a137c3b6782e562794c2f2	1836	2015-07-14	QueryPair	Good			0	do florida keys	1836	do key largo	do florida keys
bolla	308	308	0a87257e5308197df43230edf4ad1dae	2190	2015-07-14	QueryPair	Excellent			0	orlando los angeles	2190	los angeles orlando hotel	orlando los angeles
bolla	309	309	e816c635cad85a60fabd6b97b03cbcc9	1480	2015-07-14	QueryPair	Excellent			0	comfort suites council bluffs ia	1480	comfort suites council bluffs	comfort suites council bluffs ia
bolla	31	31	e22dd5dabde45eda5a1a67772c8e25dd	1760	2015-07-14	QueryPair	Good		Grand Bahia Principe Punta cana is a large all-inclusive resort that sits on an idyllic white sand beach in the Bavaro area of Punta Cana	0	bavaro punta cana	1760	principe punta cana	bavaro punta cana
bolla	312	312	53c04118df112c13a8c34b38343b9c10	1055	2015-07-14	QueryPair	Good			0	lido di jesolo	1055	tripadvisor lido di jesolo	lido di jesolo
bolla	314	314	7fb8ceb3bd59c7956b1df66729296a4c	1485	2015-07-14	QueryPair	Good			0	cheap myrtle beach	1485	cheap villas myrtle beach	cheap myrtle beach
bolla	319	319	4a2ddf148c5a9c42151a529e8cbdcc06	1782	2015-07-14	QueryPair	Fair		different hotels	0	carlton hotel miami beach	1782	ritz carlton hotel miami beach	carlton hotel miami beach
bolla	32	32	62889e73828c756c961c5a6d6c01a463	1724	2015-07-14	QueryPair	Good		Q1 is navigational..	0	where washington dc	1724	travelling washington dc	where washington dc
bolla	322	322	cb70ab375662576bd1ac5aaf16b3fca4	243	2015-07-14	QueryPair	Excellent			0	cabo san	243	cabo san lucas	cabo san
bolla	327	327	c6bff625bdb0393992c9d4db0c6bbe45	1101	2015-07-14	QueryPair	Excellent			0	gulf breeze	1101	gulf breeze florida	gulf breeze
bolla	340	340	bcc0d400288793e8bdcd7c19a8ac0c2b	1349	2015-07-14	QueryPair	Excellent			0	hyatt bonita springs	1349	hyatt place bonita springs	hyatt bonita springs
bolla	341	341	f69e505b08403ad2298b9f262659929a	1442	2015-07-14	QueryPair	Excellent			0	downtown hotels atlanta	1442	downtown atlanta georgia hotel	downtown hotels atlanta
bolla	346	346	7634ea65a4e6d9041cfd3f7de18e334a	914	2015-07-13	QueryPair	Excellent			0	comfort inn eureka ca	914	comfort hotel eureka ca	comfort inn eureka ca
bolla	348	348	64f1f27bf1b4ec22924fd0acb550c235	1675	2015-07-14	QueryPair	Excellent			0	intercontinental hotel milwaukee wi	1675	intercontinental milwaukee hotel wi	intercontinental hotel milwaukee wi
bolla	356	356	5b69b9cb83065d403869739ae7f0995e	501	2015-07-14	QueryPair	Fair			0	vrbo orlando	501	rental properties orlando	vrbo orlando
bolla	360	360	66f041e16a60928b05a7e228a89c3799	58	2015-07-14	QueryPair	Excellent			0	holiday inn sarasota fl	58	holiday inn in sarasota fl	holiday inn sarasota fl
bolla	364	364	5487315b1286f907165907aa8fc96619	694	2015-07-14	QueryPair	Good		it s a hotel AND casino	0	four queens las vegas	694	4 queens hotel las vegas	four queens las vegas
bolla	370	370	7f100b7b36092fb9b06dfb4fac360931	271	2015-07-14	QueryPair	Bad	too ambig	q2 is a band, etc.	0	islander beach kauai	271	islander	islander beach kauai
bolla	375	375	f410588e48dc83f2822a880a68f78923	2078	2015-07-13	QueryPair	Excellent			0	lawrence hotel dallas	2078	hotel lawrence	lawrence hotel dallas
bolla	377	377	24b16fede9a67c9251d3e7c7161c83ac	372	2015-07-14	QueryPair	Excellent			0	baymont inn suites green bay wi	372	baymont inn green bay wi	baymont inn suites green bay wi
bolla	388	388	2dace78f80bc92e6d7493423d729448e	790	2015-07-14	QueryPair	Good		Q2: there s also a corozal in belize	0	corozal belize	790	corozal	corozal belize
bolla	390	390	b2eeb7362ef83deff5c7813a67e14f0a	596	2015-07-14	QueryPair	Good			0	villa del palmar puerto vallarta	596	villa del palmar puerto vallarta reviews	villa del palmar puerto vallarta
bolla	393	393	7f39f8317fbdb1988ef4c628eba02591	61	2015-07-14	QueryPair	Good		2 four seasons in bali	0	four seasons bali	61	ubud four seasons	four seasons bali
bolla	396	396	1c6a0198177bfcc9bd93f6aab94aad3c	2189	2015-07-14	QueryPair	Good			0	hershey hotel pennsylvania	2189	hershey pennsylvania	hershey hotel pennsylvania
bolla	405	405	0c74b7f78409a4022a2c4c5a5ca3ee19	369	2015-07-14	QueryPair	Fair			0	branson mo tourism	369	branson map	branson mo tourism
bolla	429	429	766d856ef1a6b02f93d894415e6bfa0e	1014	2015-07-14	QueryPair	Good			0	embassy inn victoria	1014	embassy inn victoria reviews	embassy inn victoria
bolla	43	43	e5e63da79fcd2bebbd7cb8bf1c1d0274	1083	2015-07-14	QueryPair	Excellent			0	islander islamorada	1083	hotel islander islamorada	islander islamorada
bolla	432	432	1e4d36177d71bbb3558e43af9577d70e	1983	2015-07-14	QueryPair	Excellent		same thing	0	infinity bay roatan	1983	infinity bay	infinity bay roatan
bolla	440	440	9597353e41e6957b5e7aa79214fcb256	1607	2015-07-14	QueryPair	Excellent			0	hotel kl kuala lumpur	1607	hotel malaysia kuala lumpur	hotel kl kuala lumpur
bolla	446	446	a40511cad8383e5ae8ddd8b855d135da	1657	2015-07-14	QueryPair	Excellent			0	inntel hotels amsterdam zaandam	1657	inntel hotels amsterdam zaandam hotel	inntel hotels amsterdam zaandam
bolla	45	45	024d7f84fff11dd7e8d9c510137a2381	890	2015-07-14	QueryPair	Excellent			0	club med sandpiper	890	sandpiper resort club med	club med sandpiper
bolla	450	450	aa942ab2bfa6ebda4840e7360ce6e7ef	358	2015-07-13	QueryPair	Good	Q2 is London		0	grosvenor house dubai	358	grosvenor house	grosvenor house dubai
bolla	458	458	6e79ed05baec2754e25b4eac73a332d2	1810	2015-07-14	QueryPair	Excellent			0	attractions gatlinburg tn	1810	gatlinburg tn attractions	attractions gatlinburg tn
bolla	463	463	8b0dc65f996f98fd178a9defd0efa077	1352	2015-07-14	QueryPair	Excellent		closed!!!!! just sayin ..../<br>//<br>//<br>/1395 Wayne Ave & Rt 422/<br>/Indiana, PA 15701	0	holiday inn indiana pa	1352	holiday inn hotels indiana pa	holiday inn indiana pa
bolla	464	464	288cc0ff022877bd3df94bc9360b9c5d	769	2015-07-14	QueryPair	Good		more than one in kns city	0	drury inn kansas city	769	drury inn airport kansas city	drury inn kansas city
bolla	474	474	7dcd340d84f762eba80aa538b0c527f7	542	2015-07-14	QueryPair	Excellent			0	must see las vegas	542	las vegas must see	must see las vegas
bolla	486	486	d840cc5d906c3e9c84374c8919d2074e	765	2015-07-13	QueryPair	Excellent			0	saguaro hotel scottsdale	765	saguaro scottsdale scottsdale	saguaro hotel scottsdale
bolla	492	492	0336dcbab05b9d5ad24f4333c7658a0e	195	2015-07-14	QueryPair	Excellent			0	be resorts mactan	195	be mactan	be resorts mactan
bolla	5	5	17c3433fecc21b57000debdf7ad5c930	1819	2015-07-14	QueryPair	Good			0	grindelwald switzerland	1819	switzerland switzerland	grindelwald switzerland
bolla	50	50	ea8fcd92d59581717e06eb187f10666d	1380	2015-07-14	QueryPair	Excellent			0	seven mile beach	1380	seven mile beach nsw	seven mile beach
bolla	502	502	dc513ea4fbdaa7a14786ffdebc4ef64e	1990	2015-07-14	QueryPair	Good			0	napa valley b b	1990	napa ca b b	napa valley b b
bolla	516	516	6f4920ea25403ec77bee9efce43ea25e	2066	2015-07-14	QueryPair	Excellent			0	sands resorts myrtle beach	2066	sands beach resort myrtle beach	sands resorts myrtle beach
bolla	522	522	8a1e808b55fde9455cb3d8857ed88389	1076	2015-07-14	QueryPair	Good			0	crystal beach fl	1076	hotels crystal beach fl	crystal beach fl
bolla	533	533	50c3d7614917b24303ee6a220679dab3	718	2015-07-14	QueryPair	Good			0	airfares san diego	718	cheap airfare to san diego	airfares san diego
bolla	533	533	ab7314887865c4265e896c6e209d1cd6	1910	2015-07-14	QueryPair	Good			1	airfares san diego	1910	san diego fare	airfares san diego
bolla	536	536	0663a4ddceacb40b095eda264a85f15c	1428	2015-07-13	QueryPair	Excellent			0	grand oasis cancun	1428	cancun grand oasis hotel	grand oasis cancun
bolla	540	540	fc221309746013ac554571fbd180e1c8	181	2015-07-14	QueryPair	Excellent			0	kenwood inn st augustine	181	kenwood hotel st augustine	kenwood inn st augustine
bolla	544	544	19b650660b253761af189682e03501dd	863	2015-07-14	QueryPair	Fair			0	oberoi hotel delhi	863	maidens hotel delhi	oberoi hotel delhi
bolla	552	552	d54e99a6c03704e95e6965532dec148b	1901	2015-07-14	QueryPair	Good			0	tickets australia	1901	flights in australia	tickets australia
bolla	553	553	860320be12a1c050cd7731794e231bd3	992	2015-07-14	QueryPair	Good			0	clearwater florida vacation packages	992	clearwater fl vacation	clearwater florida vacation packages
bolla	560	560	dfa92d8f817e5b08fcaafb50d03763cf	1568	2015-07-14	QueryPair	Good			0	tarpon springs florida	1568	hotels tarpon springs florida	tarpon springs florida
bolla	566	566	d9d4f495e875a2e075a1a4a6e1b9770f	46	2015-07-13	QueryPair	Bad		Q2 would be in 14 Toomuc Valley Rd, Pakenham VIC 3810, Australia	0	gioberti hotel rome	46	pakenham motel	gioberti hotel rome
bolla	567	567	a760880003e7ddedfef56acb3b09697f	511	2015-07-14	QueryPair	Excellent			0	florida sea world	511	sea world in orlando florida	florida sea world
bolla	569	569	e7f8a7fb0b77bcb3b283af5be021448f	716	2015-07-14	QueryPair	Good			0	miami beach fl	716	south beach miami beach fl	miami beach fl
bolla	57	57	15231a7ce4ba789d13b722cc5c955834	1701	2015-07-14	QueryPair	Good			0	gautier ms	1701	hotel gautier mississippi	gautier ms
bolla	574	574	3328bdf9a4b9504b9398284244fe97c2	685	2015-07-14	QueryPair	Good			0	le bristol paris	685	le bristol paris rates	le bristol paris
bolla	577	577	8c8a58fa97c205ff222de3685497742c	1919	2015-07-14	QueryPair	Excellent			0	hotel monaco san francisco	1919	monaco hotels san francisco	hotel monaco san francisco
bolla	58	58	4ca82782c5372a547c104929f03fe7a9	1056	2015-07-14	QueryPair	Excellent		only one	0	hilton destin fl	1056	hilton destin airport fl	hilton destin fl
bolla	580	580	3de2334a314a7a72721f1f74a6cb4cee	1405	2015-07-14	QueryPair	Excellent			0	tishomingo oklahoma	1405	tishomingo	tishomingo oklahoma
bolla	6	6	3988c7f88ebcb58c6ce932b957b6f332	137	2015-07-14	QueryPair	Good			0	delhi india	137	hotel delhi india	delhi india
bolla	603	603	16a5cdae362b8d27a1d8f8c7b78b4330	286	2015-07-14	QueryPair	Good		Q2...narrowed. Deals can also mean in Las Vegas	0	deals las vegas	286	deals to las vegas	deals las vegas
bolla	604	604	3a15c7d0bbe60300a39f76f8a5ba6896	1121	2015-07-14	QueryPair	Good			0	redwood city ca	1121	redwood city ca hotel	redwood city ca
bolla	609	609	2387337ba1e0b0249ba90f55b2ba2521	1005	2015-07-14	QueryPair	Excellent			0	extended stay austin	1005	extended stayamerica austin	extended stay austin
bolla	610	610	a532400ed62e772b9dc0b86f46e583ff	637	2015-07-14	QueryPair	Good			0	rancho santa fe ca	637	hotel rancho santa fe ca	rancho santa fe ca
bolla	625	625	76cf99d3614e23eabab16fb27e944bf9	1318	2015-07-14	QueryPair	Excellent			0	comfort inn grand rapids	1318	comfort suites grand rapids	comfort inn grand rapids
bolla	63	63	3a20f62a0af1aa152670bab3c602feed	1560	2015-07-14	QueryPair	Fair			0	hotel cipriani venice	1560	locanda cipriani venice	hotel cipriani venice
bolla	636	636	fba9d88164f3e2d9109ee770223212a0	1002	2015-07-14	QueryPair	Good			0	elkview wv	1002	elkview hotel	elkview wv
bolla	638	638	21fe5b8ba755eeaece7a450849876228	1633	2015-07-14	QueryPair	Excellent			0	hotel keen palo alto	1633	palo alto hotel keen	hotel keen palo alto
bolla	646	646	9c01802ddb981e6bcfbec0f0516b8e35	976	2015-07-14	QueryPair	Good			0	disneyland tickets florida	976	disneyland in florida	disneyland tickets florida
bolla	649	649	53e3a7161e428b65688f14b84d61c610	693	2015-07-14	QueryPair	Good			0	federal way washington	693	hotel federal way washington	federal way washington
bolla	650	650	f4552671f8909587cf485ea990207f3b	847	2015-07-14	QueryPair	Bad		palomar has a new name: The Highland Dallas, if Q2 were the highland dallas, it would have been a fair.	0	joule dallas	847	palomar dallas	joule dallas
bolla	653	653	7a6a74cbe87bc60030a4bd041dd47b78	1611	2015-07-14	QueryPair	Excellent			0	ferry victoria bc	1611	ferry victoria	ferry victoria bc
bolla	666	666	03e7d2ebec1e820ac34d054df7e68f48	1950	2015-07-14	QueryPair	Good			0	st lucia vacations	1950	st lucia travel	st lucia vacations
bolla	666	666	1819932ff5cf474f4f19e7c7024640c2	2160	2015-07-14	QueryPair	Good			1	st lucia vacations	2160	st lucia hotel	st lucia vacations
bolla	67	67	7d6044e95a16761171b130dcb476a43e	1474	2015-07-14	QueryPair	Excellent			0	peru lima	1474	lima	peru lima
bolla	673	673	b0df2270be9cb16c14537e5bc2f2d37b	2218	2015-07-14	QueryPair	Excellent			0	comfort inn houston	2218	comfort inn houston hotel	comfort inn houston
bolla	681	681	c8fbbc86abe8bd6a5eb6a3b4d0411301	906	2015-07-14	QueryPair	Excellent			0	hotel arts calgary	906	hotel art calgary	hotel arts calgary
bolla	684	684	158f3069a435b314a80bdcb024f8e422	313	2015-07-14	QueryPair	Good			0	athenaeum hotel london	313	tripadvisor athenaeum london	athenaeum hotel london
bolla	689	689	5d616dd38211ebb5d6ec52986674b6e4	1017	2015-07-14	QueryPair	Excellent			0	mark hopkins intercontinental san francisco	1017	mark hopkins intercontinental hotel in san francisco	mark hopkins intercontinental san francisco
bolla	702	702	07e1cd7dca89a1678042477183b7ac3f	119	2015-07-14	QueryPair	Good			0	nassau bahamas vacations	119	nassau bahamas excursions	nassau bahamas vacations
bolla	705	705	052335232b11864986bb2fa20fa38748	1792	2015-07-14	QueryPair	Excellent			0	omni hotel atlanta	1792	omni hotel cnn center atlanta	omni hotel atlanta
bolla	746	746	6e62a992c676f611616097dbea8ea030	1742	2015-07-14	QueryPair	Good			0	carmel mission inn carmel ca	1742	carmel mission ca	carmel mission inn carmel ca
bolla	762	762	5d79099fcdf499f12b79770834c0164a	1685	2015-07-14	QueryPair	Good			1	los osos ca	1685	los osos ca hotels	los osos ca
bolla	762	762	8f468c873a32bb0619eaeb2050ba45d1	968	2015-07-14	QueryPair	Good			0	los osos ca	968	hotels los osos california	los osos ca
bolla	763	763	9c3b1830513cc3b8fc4b76635d32e692	1113	2015-07-13	QueryPair	Excellent			0	comfort inn pittston pa	1113	comfort inn pittston pennsylvania	comfort inn pittston pa
bolla	781	781	500e75a036dc2d7d2fec5da1b71d36cc	707	2015-07-14	QueryPair	Excellent			0	scottsdale plaza resort scottsdale az	707	scottsdale plaza	scottsdale plaza resort scottsdale az
bolla	787	787	92cc227532d17e56e07902b254dfad10	92	2015-07-14	QueryPair	Good			0	cheap bahamas vacations	92	cheap bahamas package	cheap bahamas vacations
bolla	800	800	404dcc91b2aeaa7caa47487d1483e48a	1722	2015-07-14	QueryPair	Excellent			0	hampton inn columbia mo	1722	columbia mo hampton inn	hampton inn columbia mo
bolla	808	808	522a9ae9a99880d39e5daec35375e999	1078	2015-07-14	QueryPair	Good		norwegian is also the name of a cruise line	0	norway fjord cruises	1078	norwegian fjord cruises	norway fjord cruises
bolla	822	822	160c88652d47d0be60bfbfed25111412	1190	2015-07-13	QueryPair	Excellent			0	royal trafalgar hotel london	1190	royal trafalgar london	royal trafalgar hotel london
bolla	823	823	f4dd765c12f2ef67f98f3558c282a9cd	1052	2015-07-14	QueryPair	Excellent			0	curtis hotel denver	1052	curtis hotel denver co	curtis hotel denver
bolla	831	831	58d4d1e7b1e97b258c9ed0b37e02d087	615	2015-07-14	QueryPair	Excellent			0	hilton sydney	615	hilton hotel sydney	hilton sydney
bolla	834	834	5c04925674920eb58467fb52ce4ef728	669	2015-07-14	QueryPair	Excellent			0	fox car rental las vegas	669	fox rental car las vegas	fox car rental las vegas
bolla	84	84	5cce8dede893813f879b873962fb669f	1527	2015-07-14	QueryPair	Excellent			0	dubai weather	1527	dubai forecast	dubai weather
bolla	841	841	8c01a75941549a705cf7275e41b21f0d	1779	2015-07-14	QueryPair	Excellent			0	avalon hotel nyc	1779	avalon hotel new york new york	avalon hotel nyc
bolla	842	842	e74c0d42b4433905293aab661fcf8ddb	1918	2015-07-14	QueryPair	Excellent			0	vdara las vegas	1918	vdara in las vegas	vdara las vegas
bolla	852	852	062ddb6c727310e76b6200b7c71f63b5	1077	2015-07-14	QueryPair	Excellent			0	abbey fontana wi	1077	abbey wisconsin	abbey fontana wi
bolla	86	86	559cb990c9dffd8675f6bc2186971dc2	491	2015-07-14	QueryPair	Excellent			0	kimpton hotel san francisco	491	kimpton san fran	kimpton hotel san francisco
bolla	860	860	73e0f7487b8e5297182c5a711d20bf26	1905	2015-07-14	QueryPair	Excellent			0	amanpulo palawan	1905	palawan amanpulo	amanpulo palawan
bolla	874	874	c60d060b946d6dd6145dcbad5c4ccf6f	1118	2015-07-14	QueryPair	Excellent			0	holiday inn aurora illinois	1118	holiday inn aurora il	holiday inn aurora illinois
bolla	88	88	043c3d7e489c69b48737cc0c92d0f3a2	933	2015-07-14	QueryPair	Excellent			0	indigo hotel dallas downtown	933	hotel indigo dallas	indigo hotel dallas downtown
bolla	882	882	d7fd118e6f226a71b5f1ffe10efd0a78	1858	2015-07-14	QueryPair	Excellent			0	husa oriente barcelona	1858	barcelona husa oriente	husa oriente barcelona
bolla	884	884	456ac9b0d15a8b7f1e71073221059886	1051	2015-07-14	QueryPair	Excellent			0	tropicana las vegas	1051	the tropicana in las vegas	tropicana las vegas
bolla	889	889	a0160709701140704575d499c997b6ca	1099	2015-07-14	QueryPair	Good			0	cancun mexico vacations	1099	cancun mexico travel	cancun mexico vacations
bolla	890	890	4e732ced3463d06de0ca9a15b6153677	26	2015-07-14	QueryPair	Excellent			0	hotel modigliani rome italy	26	hotel modigliani rome	hotel modigliani rome italy
bolla	892	892	9232fe81225bcaef853ae32870a2b0fe	953	2015-07-14	QueryPair	Excellent			0	hotel fox copenhagen	953	copenhagen hotel fox	hotel fox copenhagen
bolla	899	899	7750ca3559e5b8e1f44210283368fc16	616	2015-07-14	QueryPair	Excellent			0	langham place nyc	616	langham nyc	langham place nyc
bolla	904	904	2838023a778dfaecdc212708f721b788	51	2015-07-14	QueryPair	Excellent			0	rosen centre hotel orlando fl	51	orlando rosen centre hotel	rosen centre hotel orlando fl
bolla	907	907	cd3afef9b8b89558cd56638c3631868a	2208	2015-07-14	QueryPair	Good			0	tell city indiana	2208	hotels tell city	tell city indiana
bolla	91	91	da11e8cd1811acb79ccf0fd62cd58f86	1280	2015-07-14	QueryPair	Good			0	alhambra granada	1280	alhambra hotel granada	alhambra granada
bolla	912	912	f76a89f0cb91bc419542ce9fa43902dc	612	2015-07-14	QueryPair	Excellent			0	first colony inn nags head	612	first colony nags head	first colony inn nags head
bolla	92	92	f0e52b27a7a5d6a1a87373dffa53dbe5	574	2015-07-13	QueryPair	Good		one is in dublin, one in belfast	0	fitzwilliam hotel dublin	574	fitzwilliam hotel	fitzwilliam hotel dublin
bolla	929	929	6d0f846348a856321729a2f36734d1a7	920	2015-07-14	QueryPair	Excellent			0	lake louise fairmont	920	fairmont banff lake louise	lake louise fairmont
bolla	936	936	fde9264cf376fffe2ee4ddf4a988880d	577	2015-07-14	QueryPair	Good		Grand Canyon West Rim, home of Grand Canyon Skywalk tours.	0	grand canyon skywalk	577	grand canyon west rim	grand canyon skywalk
bolla	942	942	704afe073992cbe4813cae2f7715336f	886	2015-07-14	QueryPair	Excellent			0	mainsail destin	886	mainsail resort destin	mainsail destin
bolla	947	947	17e23e50bedc63b4095e3d8204ce063b	1539	2015-07-14	QueryPair	Excellent			0	chicago fairmont hotel	1539	the fairmont chicago hotel	chicago fairmont hotel
bolla	964	964	7a674153c63cff1ad7f0e261c369ab2c	1414	2015-07-14	QueryPair	Excellent			0	surf sand fort bragg	1414	surf sand lodge fort bragg	surf sand fort bragg
bolla	968	968	98b297950041a42470269d56260243a1	460	2015-07-14	QueryPair	Good			0	hawaii vacation deals	460	hawaii vacations	hawaii vacation deals
bolla	970	970	5dd9db5e033da9c6fb5ba83c7a7ebea9	671	2015-07-14	QueryPair	Excellent			0	caesars hotel las vegas	671	caesars hotel vegas	caesars hotel las vegas
bolla	976	976	a3c65c2974270fd093ee8a9bf8ae7d0b	108	2015-07-13	QueryPair	Excellent			0	boutique hotels rome italy	108	boutique hotels rome	boutique hotels rome italy
bolla	983	983	e44fea3bec53bcea3b7513ccef5857ac	454	2015-07-14	QueryPair	Excellent			0	sofitel ny	454	sofitel york	sofitel ny
bolla	995	995	1cc3633c579a90cfdd895e64021e2163	930	2015-07-13	QueryPair	Good		Bávaro is a tourist area in Punta Cana,	0	punta cana	930	bavaro punta cana	punta cana
bolla	999	999	fa1e9c965314ccd7810fb5ea838303e5	1495	2015-07-14	QueryPair	Good		one s downtown and one s at the aiport	0	comfort inn vancouver bc	1495	comfort inn airport vancouver bc	comfort inn vancouver bc
angeloa	1011	1011	16e6a3326dd7d868cbc926602a61e4d0	1159	2015-07-15	QueryPair	Excellent			0	palisades resort orlando	1159	palisades resort orlando fl	palisades resort orlando
angeloa	1014	1014	32e05616c8ed659463f9af00b142dd6f	2166	2015-07-14	QueryPair	Excellent			0	miami fl attractions	2166	miami attractions	miami fl attractions
angeloa	1017	1017	0f96613235062963ccde717b18f97592	639	2015-07-14	QueryPair	Good			0	texas vacation ideas	639	texas family vacation ideas	texas vacation ideas
angeloa	1020	1020	1714726c817af50457d810aae9d27a2e	1493	2015-07-14	QueryPair	Excellent			0	hawaii vacations packages all inclusive	1493	vacation hawaii all inclusive	hawaii vacations packages all inclusive
angeloa	1023	1023	7bccfde7714a1ebadf06c5f4cea752c1	1236	2015-07-14	QueryPair	Excellent			0	delano miami beach	1236	miami beach delano	delano miami beach
angeloa	1028	1028	26657d5ff9020d2abefe558796b99584	96	2015-07-15	QueryPair	Good			0	vacation colorado springs	96	colorado springs travel	vacation colorado springs
angeloa	1037	1037	a5bfc9e07964f8dddeb95fc584cd965d	37	2015-07-15	QueryPair	Excellent			0	virgin river casino mesquite nevada	37	virgin river hotel casino mesquite nv	virgin river casino mesquite nevada
angeloa	1040	1040	db6ebd0566994d14a1767f14eb6fba81	1438	2015-07-15	QueryPair	Good			0	washington dc vacations	1438	washington dc package	washington dc vacations
angeloa	1042	1042	e0ec453e28e061cc58ac43f91dc2f3f0	831	2015-07-15	QueryPair	Excellent			0	welk resort branson mo	831	welk resort in branson mo	welk resort branson mo
angeloa	1044	1044	2ab56412b1163ee131e1246da0955bd1	978	2015-07-14	QueryPair	Good			0	florida city fl	978	hotel florida city	florida city fl
angeloa	1050	1050	1c1d4df596d01da60385f0bb17a4a9e0	951	2015-07-15	QueryPair	Good			0	hyatt regency miami fl	951	hyatt in miami fl	hyatt regency miami fl
angeloa	1054	1054	fe709c654eac84d5239d1a12a4f71877	1131	2015-07-15	QueryPair	Good			0	seattle edgewater hotel	1131	edgewater inn seattle	seattle edgewater hotel
angeloa	1066	1066	acc3e0404646c57502b480dc052c4fe1	593	2015-07-14	QueryPair	Excellent			0	hotel arts barcelona	593	barcelona hotel arts	hotel arts barcelona
angeloa	1067	1067	0a0a0c8aaa00ade50f74a3f0ca981ed7	1173	2015-07-14	QueryPair	Good			0	disney world fl	1173	discount disney world florida	disney world fl
angeloa	1070	1070	389bc7bb1e1c2a5e7e147703232a88f6	508	2015-07-14	QueryPair	Excellent			1	mexico all inclusives	508	mexico inclusive	mexico all inclusives
angeloa	1070	1070	bbcbff5c1f1ded46c25d28119a85c6c2	405	2015-07-14	QueryPair	Excellent			0	mexico all inclusives	405	mexico all inclusive package	mexico all inclusives
angeloa	1071	1071	9c82c7143c102b71c593d98d96093fde	706	2015-07-14	QueryPair	Excellent			0	element hotel new york	706	element hotel nueva york	element hotel new york
angeloa	109	109	854d6fae5ee42911677c739ee1734486	202	2015-07-14	QueryPair	Excellent			0	embassy suites tulsa ok	202	embassy suites tulsa tulsa	embassy suites tulsa ok
angeloa	1109	1109	aab3238922bcc25a6f606eb525ffdc56	14	2015-07-14	QueryPair	Good			0	four seasons toronto	14	four seasons yorkville toronto	four seasons toronto
angeloa	111	111	2df45244f09369e16ea3f9117ca45157	1301	2015-07-14	QueryPair	Good			0	maui vacation home rental	1301	maui vacation rentals	maui vacation home rental
angeloa	1120	1120	2cad8fa47bbef282badbb8de5374b894	2100	2015-07-15	QueryPair	Fair			0	san francisco package deals	2100	package san francisco	san francisco package deals
angeloa	1131	1131	5ec829debe54b19a5f78d9a65b900a39	1999	2015-07-14	QueryPair	Excellent			0	sls beverly hills	1999	sls beverly hills prices	sls beverly hills
angeloa	1133	1133	cda72177eba360ff16b7f836e2754370	1540	2015-07-14	QueryPair	Excellent			0	comfort suites miami fl	1540	comfort suites miami	comfort suites miami fl
angeloa	1143	1143	4dcf435435894a4d0972046fc566af76	1507	2015-07-14	QueryPair	Excellent			0	marriott woodland hills ca	1507	marriott woodland hills	marriott woodland hills ca
angeloa	1149	1149	fb89705ae6d743bf1e848c206e16a1d7	727	2015-07-15	QueryPair	Excellent			0	holiday inn fort worth tx	727	holiday inn ft worth texas	holiday inn fort worth tx
angeloa	115	115	6ba3af5d7b2790e73f0de32e5c8c1798	1631	2015-07-14	QueryPair	Good			0	places visit rome	1631	day tours rome	places visit rome
angeloa	1150	1150	44c4c17332cace2124a1a836d9fc4b6f	606	2015-07-14	QueryPair	Fair			0	seatac wa	606	inn seatac wa	seatac wa
angeloa	1156	1156	cb8acb1dc9821bf74e6ca9068032d623	1530	2015-07-14	QueryPair	Bad			0	poconos all inclusive	1530	stroudsburg all inclusive	poconos all inclusive
angeloa	1159	1159	0c0a7566915f4f24853fc4192689aa7e	1388	2015-07-15	QueryPair	Good			0	pickwick hotel san francisco	1388	pickwick hotel san francisco reviews	pickwick hotel san francisco
angeloa	1161	1161	97275a23ca44226c9964043c8462be96	1476	2015-07-14	QueryPair	Excellent			0	red rock casino spa las vegas	1476	red rock spa las vegas	red rock casino spa las vegas
angeloa	1178	1178	950a4152c2b4aa3ad78bdd6b366cc179	312	2015-07-14	QueryPair	Excellent			0	las vegas rental car deals	312	las vegas rental car discounts	las vegas rental car deals
angeloa	1187	1187	c22abfa379f38b5b0411bc11fa9bf92f	972	2015-07-16	QueryPair	Fair			0	novotel hotel hong kong	972	accor hotel hong kong	novotel hotel hong kong
angeloa	1191	1191	728f206c2a01bf572b5940d7d9a8fa4c	1839	2015-07-14	QueryPair	Excellent			0	austin texas map	1839	austin tx map	austin texas map
angeloa	1192	1192	58e4d44e550d0f7ee0a23d6b02d9b0db	948	2015-07-14	QueryPair	Good			0	disney hotels florida	948	disney vacation fl	disney hotels florida
